duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fHeaderBytes,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bVarianceDataBytes,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,sflow_fpacket,sflow_fbytes,sflow_bpacket,sflow_bbytes,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,FFNEPD,Init_Win_bytes_forward,Init_Win_bytes_backward,RRT_samples_clnt,Act_data_pkt_forward,min_seg_size_forward,calss
59906908,9,12,1797,6549,52,52,730,1390,199.6666667,545.75,261.4055757,597.3920024,380624,59872961,999,9,133250,59567277,47578,5442996.455,46891.61661,1.80E+07,3,5,0,0,180,240,0.150233092,0.200310789,0.350543881,139.3161537,52,1390,397.4285714,504.3952886,9,59526269,2995345.4,1.33E+07,1,2,0,8,20,0,0,0,3.644407346,397.4285714,199.6666667,180,0,0,0,356877.2045,545,4356,5,2830409,9,1797,12,6549,59906893,5.99E+07,59906893,0,59526269,5.95E+07,59526269,0,2,4194240,926720,10,9,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5056,-1,0,1,32,benign
33230,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,30.0932892,30.0932892,60.18657839,14595.24526,71,414,242.5,242.5355644,33230,33230,33230,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
225379,3,0,187,0,52,-1,83,-1,62.33333333,0,17.88388474,0,225379,0,4,-1,225375,-1,112689.5,0,159361.3624,0,1,0,0,0,60,0,13.31091184,0,13.31091184,829.7135048,52,83,62.33333333,17.88388474,4,225375,112689.5,159361.3624,1,0,0,1,3,0,0,0,0,62.33333333,62.33333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
59983675,4,3,1120,1386,52,52,586,667,280,462,270.8646649,355.0697115,59981636,59981697,1123,32259,59926141,59949438,2.00E+07,3.00E+07,3.46E+07,4.24E+07,2,2,0,0,80,60,0.066684811,0.050013608,0.116698418,41.77803377,52,667,358,296.9391071,1123,59926141,9997279.167,2.45E+07,0,0,0,4,7,0,0,0,1.2375,358,280,80,0,0,0,126074.5,462,0,0,0,4,1120,3,1386,59928180,5.99E+07,59928180,0,59926141,5.99E+07,59926141,0,2,111296,6720,2,4,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5824,-1,0,1,32,benign
59577300,10,12,1849,6578,52,52,730,1390,184.9,548.1666667,250.8403432,592.8040199,299374,59543217,3,9,95501,59284747,33263.77778,5413019.727,32450.20935,1.79E+07,3,6,0,0,200,240,0.167849164,0.201418997,0.369268161,141.4464905,52,1390,383.0454545,495.2953883,3,59277912,2837014.286,1.29E+07,1,2,0,9,21,0,0,0,3.557598702,383.0454545,184.9,200,0,0,0,351416.6061,548,4356,5,3305007,10,1849,12,6578,59577286,5.96E+07,59577286,0,59277912,5.93E+07,59277912,0,2,4194240,926720,11,10,32,benign
576,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1736.111111,1736.111111,3472.222222,842013.8889,71,414,242.5,242.5355644,576,576,576,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
6496,3,0,865,0,52,-1,730,-1,288.3333333,0,382.8078282,0,6496,0,2876,-1,3620,-1,3248,0,526.0864948,0,2,0,0,0,60,0,461.8226601,0,461.8226601,133158.867,52,730,288.3333333,382.8078282,2876,3620,3248,526.0864948,1,0,0,2,3,0,0,0,0,288.3333333,288.3333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
15,0,2,0,135,-1,52,-1,83,0,67.5,0,21.89748844,0,15,-1,15,-1,15,0,15,0,0,0,1,0,0,0,40,0,133333.3333,133333.3333,9000000,52,83,67.5,21.89748844,15,15,15,0,1,0,0,1,2,0,0,0,0,67.5,0,0,0,0,0,479.5,67,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,-1,5120,2,0,0,benign
59987473,3,3,1065,771,52,52,583,667,355,257,273.3285569,355.0697115,59937885,59987473,1120,27650,59936765,59959823,3.00E+07,3.00E+07,4.24E+07,4.24E+07,2,1,0,0,60,60,0.050010441,0.050010441,0.100020883,30.6063901,52,667,306,288.4347413,1120,59936765,1.20E+07,2.68E+07,0,0,0,3,6,0,0,0,0.723943662,306,355,60,0,0,0,126074.5,257,0,0,0,3,1065,3,771,59966363,6.00E+07,59966363,0,59936765,5.99E+07,59936765,0,3,110080,6464,2,3,32,benign
323877,10,9,1849,6362,52,52,730,1390,184.9,706.8888889,250.8403432,611.3756915,323877,247611,1125,7,102752,131694,35986.33333,30951.375,38526.01914,47086.45834,3,4,0,0,200,180,30.87591894,27.78832705,58.66424599,25352.21705,52,1390,432.1578947,518.9299635,7,92626,17993.16667,26414.85048,0,2,0,7,18,0,0,0,3.440778799,432.1578947,184.9,200,0,0,0,373780.2361,706,4356,5,2907877,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,926720,8,10,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5120,-1,0,1,32,benign
32846,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,30.44510747,30.44510747,60.89021494,14765.87712,71,414,242.5,242.5355644,32846,32846,32846,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
131629,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,131629,0,2,-1,100002,-1,43876.33333,0,51113.31897,0,1,0,0,0,80,0,30.38844024,0,30.38844024,1815.709304,52,83,59.75,15.48924358,2,100002,43876.33333,51113.31897,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,1815,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,89792,-1,0,4,32,benign
59999474,3,2,1068,719,52,52,586,667,356,359.5,274.5824102,434.8695207,59965885,31625,1119,31625,59964766,31625,3.00E+07,31625,4.24E+07,0,2,1,0,0,60,40,0.050000438,0.033333626,0.083334064,29.78359444,52,667,357.4,291.5125212,1119,59964766,1.50E+07,3.00E+07,0,0,0,3,5,0,0,0,0.673220974,357.4,356,60,0,0,0,189111.5,359,0,0,0,3,1068,2,719,59998355,6.00E+07,59998355,0,59964766,6.00E+07,59964766,0,3,108864,6208,1,3,32,benign
786139,1,2,64,116,64,52,64,64,64,58,0,8.426149773,0,786139,-1,786139,-1,786139,0,786139,0,0,1,1,0,0,20,40,1.272039678,2.544079355,3.816119032,228.9671419,52,64,60,6.892024376,309257,476882,393069.5,118528.7742,0,0,0,2,3,0,0,0,1.8125,60,64,20,0,0,0,71,58,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,88704,152832,2,1,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5824,-1,0,1,32,benign
59725221,7,8,1618,1017,52,52,730,477,231.1428571,127.125,290.1125808,148.9332904,271624,59691478,1625,200,106376,59494783,45270.66667,8527354,40553.25222,2.25E+07,3,3,0,0,140,160,0.117203417,0.133946763,0.25115018,44.11871494,52,730,175.6666667,223.7112829,200,59453397,4266087.214,1.59E+07,1,2,0,6,14,0,0,0,0.62855377,175.6666667,231.1428571,140,0,0,0,22181.125,127,0,0,0,7,1618,8,1017,59725021,5.97E+07,59725021,0,59453397,5.95E+07,59453397,0,2,4194240,926720,5,7,32,benign
577,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1733.102253,1733.102253,3466.204506,840554.5927,71,414,242.5,242.5355644,577,577,577,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
5624,3,0,865,0,52,-1,730,-1,288.3333333,0,382.8078282,0,5624,0,2,-1,5622,-1,2812,0,3973.939984,0,2,0,0,0,60,0,533.428165,0,533.428165,153805.1209,52,730,288.3333333,382.8078282,2,5622,2812,3973.939984,1,0,0,2,3,0,0,0,0,288.3333333,288.3333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,89792,-1,0,3,32,benign
59989377,5,2,2080,719,52,52,590,667,416,359.5,217.6045726,434.8695207,59989377,16358,5,16358,59949013,16358,1.50E+07,16358,3.00E+07,0,4,1,0,0,100,40,0.08334809,0.033339236,0.116687326,46.65826085,52,667,399.8571429,252.6789324,5,59949013,9998229.5,2.45E+07,0,0,0,5,7,0,0,0,0.345673077,399.8571429,416,100,0,0,0,189111.5,359,0,0,0,5,2080,2,719,59988258,6.00E+07,59988258,0,59949013,5.99E+07,59949013,0,3,106368,5952,1,5,32,benign
59758370,8,7,1017,1516,52,52,477,628,127.125,216.5714286,148.9332904,262.0886346,59724322,294623,15,2624,59498037,98750,8532046,49103.83333,2.25E+07,40967.06834,3,3,0,0,160,140,0.13387246,0.117138403,0.251010863,42.38736766,52,628,168.8666667,206.550017,15,59463732,4268455,1.59E+07,1,2,0,6,14,0,0,0,1.4906588,168.8666667,127.125,160,0,0,0,68690.45238,216,0,0,0,8,1017,7,1516,59758355,5.98E+07,59758355,0,59463732,5.95E+07,59463732,0,2,926720,4194240,4,8,32,benign
6663,2,0,104,0,52,-1,52,-1,52,0,1,0,6663,0,6663,-1,6663,-1,6663,0,0,0,0,0,0,0,40,0,300.1650908,0,300.1650908,15608.58472,52,52,52,1,6663,6663,6663,0,0,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,5824,-1,0,2,32,benign
39403,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,25.37877827,25.37877827,50.75755653,12308.70746,71,414,242.5,242.5355644,39403,39403,39403,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
6493,3,0,763,0,52,-1,628,-1,254.3333333,0,323.9750505,0,6493,0,3118,-1,3375,-1,3246.5,0,181.7236914,0,2,0,0,0,60,0,462.0360388,0,462.0360388,117511.1659,52,628,254.3333333,323.9750505,3118,3375,3246.5,181.7236914,1,0,0,2,3,0,0,0,0,254.3333333,254.3333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,89792,-1,0,3,32,benign
53616,3,2,1064,719,52,52,582,667,354.6666667,359.5,272.9117684,434.8695207,53616,27581,5,27581,53611,27581,26808,27581,37905.1661,0,2,1,0,0,60,40,55.95344673,37.30229782,93.25574455,33254.99851,52,667,356.6,290.7327811,5,27581,13404,12910.60098,0,0,0,3,5,0,0,0,0.67575188,356.6,354.6666667,60,0,0,0,189111.5,359,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,105152,5696,1,3,32,benign
6291,2,0,104,0,52,-1,52,-1,52,0,1,0,6291,0,6291,-1,6291,-1,6291,0,0,0,0,0,0,0,40,0,317.914481,0,317.914481,16531.55301,52,52,52,1,6291,6291,6291,0,0,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,5824,-1,0,2,32,benign
59905502,7,8,1618,1017,52,52,730,477,231.1428571,127.125,290.1125808,148.9332904,321498,59872039,1374,197,155374,59630331,53583,8553148.429,58469.26914,2.25E+07,3,3,0,0,140,160,0.116850703,0.13354366,0.250394363,43.98594306,52,730,175.6666667,223.7112829,197,59583807,4278964.429,1.59E+07,1,2,0,6,14,0,0,0,0.62855377,175.6666667,231.1428571,140,0,0,0,22181.125,127,0,0,0,7,1618,8,1017,59905305,5.99E+07,59905305,0,59583807,5.96E+07,59583807,0,2,4194240,926720,5,7,32,benign
604,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1655.629139,1655.629139,3311.258278,802980.1325,71,414,242.5,242.5355644,604,604,604,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
6493,3,0,865,0,52,-1,730,-1,288.3333333,0,382.8078282,0,6493,0,3244,-1,3249,-1,3246.5,0,3.391164992,0,2,0,0,0,60,0,462.0360388,0,462.0360388,133220.3912,52,730,288.3333333,382.8078282,3244,3249,3246.5,3.391164992,1,0,0,2,3,0,0,0,0,288.3333333,288.3333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
59907448,11,12,1901,6549,52,52,730,1390,172.8181818,545.75,241.3181792,597.3920024,273126,59873807,1,8,123376,59670282,27312.6,5443073.364,37450.98947,1.80E+07,3,5,0,0,220,240,0.183616568,0.200308983,0.383925551,141.0509091,52,1390,367.3913043,491.1111001,1,59634119,2723065.818,1.27E+07,1,2,0,8,22,0,0,0,3.445028932,367.3913043,172.8181818,220,208,4,34666666,356877.2045,545,4356,5,4071028,11,1901,12,6549,59907245,5.99E+07,59907245,0,59634119,5.96E+07,59634119,0,2,4194240,926720,10,11,32,benign
5529,2,0,104,0,52,-1,52,-1,52,0,1,0,5529,0,5529,-1,5529,-1,5529,0,0,0,0,0,0,0,40,0,361.7290649,0,361.7290649,18809.91138,52,52,52,1,5529,5529,5529,0,0,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,5824,-1,0,2,32,benign
33753,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,29.62699612,29.62699612,59.25399224,14369.09312,71,414,242.5,242.5355644,33753,33753,33753,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
6242,3,0,865,0,52,-1,730,-1,288.3333333,0,382.8078282,0,6242,0,2375,-1,3867,-1,3121,0,1055.002844,0,2,0,0,0,60,0,480.6151874,0,480.6151874,138577.379,52,730,288.3333333,382.8078282,2375,3867,3121,1055.002844,1,0,0,2,3,0,0,0,0,288.3333333,288.3333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,89792,-1,0,3,32,benign
59987953,4,3,1123,1386,52,52,589,667,280.75,462,271.9961703,355.0697115,59981883,59983645,5,15068,59942142,59968577,2.00E+07,3.00E+07,3.46E+07,4.24E+07,2,2,0,0,80,60,0.066680055,0.050010041,0.116690096,41.82506444,52,667,358.4285714,297.3249385,5,59942142,9997992.167,2.45E+07,0,0,0,4,7,0,0,0,1.234194123,358.4285714,280.75,80,0,0,0,126074.5,462,0,0,0,4,1123,3,1386,59948212,5.99E+07,59948212,0,59942142,5.99E+07,59942142,0,2,103936,5120,2,4,32,benign
5507,2,0,104,0,52,-1,52,-1,52,0,1,0,5507,0,5507,-1,5507,-1,5507,0,0,0,0,0,0,0,40,0,363.174142,0,363.174142,18885.05538,52,52,52,1,5507,5507,5507,0,0,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,5824,-1,0,2,32,benign
59959414,7,8,1617,1017,52,52,729,477,231,127.125,289.8260973,148.9332904,276251,59925720,1374,168,116376,59726646,46041.83333,8560817.143,44402.51401,2.26E+07,3,3,0,0,140,160,0.116745637,0.133423586,0.250169223,43.92971552,52,729,175.6,223.5343694,168,59682995,4282815.286,1.59E+07,1,2,0,6,14,0,0,0,0.628942486,175.6,231,140,0,0,0,22181.125,127,0,0,0,7,1617,8,1017,59959246,6.00E+07,59959246,0,59682995,5.97E+07,59682995,0,2,4194240,926720,5,7,32,benign
596,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1677.852349,1677.852349,3355.704698,813758.3893,71,414,242.5,242.5355644,596,596,596,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
5866,2,0,812,0,83,-1,729,-1,406,0,456.7898861,0,5866,0,5866,-1,5866,-1,5866,0,0,0,2,0,0,0,40,0,340.947835,0,340.947835,138424.821,83,729,406,456.7898861,5866,5866,5866,0,1,0,0,2,2,0,0,0,0,406,406,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,89792,-1,0,2,32,benign
15,0,2,0,135,-1,52,-1,83,0,67.5,0,21.89748844,0,15,-1,15,-1,15,0,15,0,0,0,1,0,0,0,40,0,133333.3333,133333.3333,9000000,52,83,67.5,21.89748844,15,15,15,0,1,0,0,1,2,0,0,0,0,67.5,0,0,0,0,0,479.5,67,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,-1,5120,2,0,0,benign
1751841,3,2,180,116,52,52,64,64,60,58,6.892024376,8.426149773,1001630,1751841,1624,1751841,1000006,1751841,500815,1751841,705962.6824,0,2,1,0,0,60,40,1.712484181,1.141656121,2.854140302,168.9651059,52,64,59.2,6.553624951,1624,1000006,437960.25,417697.7401,0,0,0,3,5,0,0,0,0.644444444,59.2,60,60,0,0,0,71,58,0,0,0,3,180,2,116,1444662,1444662,1444662,0,1000006,1000006,1000006,0,2,88704,153216,2,3,32,benign
59980037,3,3,1063,771,52,52,581,667,354.3333333,257,272.4955657,355.0697115,59929147,59980037,5,27957,59929142,59952080,3.00E+07,3.00E+07,4.24E+07,4.24E+07,2,1,0,0,60,60,0.050016641,0.050016641,0.100033283,30.57684009,52,667,305.6666667,288.0515,5,59929142,1.20E+07,2.68E+07,0,0,0,3,6,0,0,0,0.725305739,305.6666667,354.3333333,60,0,0,0,126074.5,257,0,0,0,3,1063,3,771,59959276,6.00E+07,59959276,0,59929142,5.99E+07,59929142,0,3,102656,4864,2,3,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,106816,-1,0,1,32,benign
280623,7,7,1618,963,52,52,730,472,231.1428571,137.5714286,290.1125808,155.526372,280623,234866,1365,79,101246,91632,46770.5,39144.33333,43213.63747,34868.15613,3,3,0,0,140,140,24.94449849,24.94449849,49.88899698,9197.392944,52,730,184.3571429,228.8379027,79,86759,21586.38462,26392.79538,0,2,0,6,13,0,0,0,0.595179234,184.3571429,231.1428571,140,0,0,0,24188.45238,137,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,926720,4,7,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5760,-1,0,1,32,benign
55267,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,18.09398013,18.09398013,36.18796027,8775.580364,71,414,242.5,242.5355644,55267,55267,55267,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
757387,3,0,187,0,52,-1,83,-1,62.33333333,0,17.88388474,0,757387,0,5,-1,757382,-1,378693.5,0,535546.4126,0,1,0,0,0,60,0,3.96098692,0,3.96098692,246.901518,52,83,62.33333333,17.88388474,5,757382,378693.5,535546.4126,1,0,0,1,3,0,0,0,0,62.33333333,62.33333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,107008,-1,0,3,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,104320,-1,0,1,32,benign
59996389,5,2,2089,719,52,52,590,667,417.8,359.5,219.3101685,434.8695207,59996389,78662,4,78662,59887142,78662,1.50E+07,78662,2.99E+07,0,4,1,0,0,100,40,0.083338349,0.03333534,0.116673689,46.80281675,52,667,401.1428571,253.7570548,4,59887142,9999398.167,2.44E+07,0,0,0,5,7,0,0,0,0.34418382,401.1428571,417.8,100,0,0,0,189111.5,359,0,0,0,5,2089,2,719,59996385,6.00E+07,59996385,0,59887142,5.99E+07,59887142,0,3,100224,4608,1,5,32,benign
0,0,1,0,83,-1,83,-1,83,0,83,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,20,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,-1,89792,1,0,0,benign
59160951,2,4,782,693,52,52,730,472,391,173.25,479.4173547,199.7579786,83117,59092404,83117,214,83117,59091720,83117,1.97E+07,0,3.41E+07,1,3,0,0,40,80,0.033806083,0.067612165,0.101418248,24.93198596,52,730,245.8333333,287.322757,214,59077620,1.18E+07,2.64E+07,1,0,0,4,6,0,0,0,0.886189258,245.8333333,391,40,0,0,0,39903.25,173,0,0,0,2,782,4,693,59160737,5.92E+07,59160737,0,59077620,5.91E+07,59077620,0,2,104320,5824,4,2,32,benign
55994,3,2,1069,719,52,52,587,667,356.3333333,359.5,275.0015151,434.8695207,55994,33375,6,33375,55988,33375,27997,33375,39585.25181,0,2,1,0,0,60,40,53.57716898,35.71811265,89.29528164,31931.99271,52,667,357.6,291.7088446,6,33375,13998.5,15835.04064,0,0,0,3,5,0,0,0,0.672591207,357.6,356.3333333,60,0,0,0,189111.5,359,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,99008,4352,1,3,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,106816,-1,0,1,32,benign
308877,10,10,1848,6443,52,52,729,1390,184.8,644.3,250.5989714,609.0881254,308877,264397,1250,8,82377,122987,34319.66667,29377.44444,30698.71782,42849.84891,3,5,0,0,200,200,32.37534682,32.37534682,64.75069364,26842.40005,52,1390,414.55,510.9225892,8,82377,16256.68421,24094.1634,0,2,0,8,19,0,0,0,3.486471862,414.55,184.8,200,0,0,0,370988.3444,644,4356,5,705653,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,926720,9,10,32,benign
1545,1,1,71,213,71,213,71,213,71,213,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,647.2491909,647.2491909,1294.498382,183818.7702,71,213,142,100.4041832,1545,1545,1545,0,0,0,0,0,0,0,0,0,3,142,71,20,0,0,0,0,213,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
29197,2,1,135,64,52,64,83,64,67.5,64,21.89748844,0,29197,0,29197,-1,29197,-1,29197,0,0,0,1,0,0,0,40,20,68.50018838,34.25009419,102.7502826,6815.768743,52,83,66.33333333,15.61516357,3093,26104,14598.5,16271.23411,1,0,0,1,3,0,0,0,0.474074074,66.33333333,67.5,40,0,0,0,0,64,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5120,104320,1,2,32,benign
6245,3,0,864,0,52,-1,729,-1,288,0,382.2309511,0,6245,0,2248,-1,3997,-1,3122.5,0,1236.729356,0,2,0,0,0,60,0,480.3843074,0,480.3843074,138350.6805,52,729,288,382.2309511,2248,3997,3122.5,1236.729356,1,0,0,2,3,0,0,0,0,288,288,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,104320,-1,0,1,32,benign
192250,10,8,1770,5105,52,52,582,1390,177,638.125,190.5363774,655.0116547,192250,129755,2,4,90874,45744,21361.11111,18536.42857,28380.91494,18387.46751,4,3,0,0,200,160,52.01560468,41.61248375,93.62808843,35760.72822,52,1390,381.9444444,501.4725343,2,41776,11308.82353,12881.29433,0,2,0,7,17,0,0,0,2.884180791,381.9444444,177,200,334,4,15181,429040.2679,638,4223,4,12758308,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,1853440,7,10,32,benign
